          x                    y                   f(x,y)               Fourier       
  -0.125000000000000   -0.125000000000000    0.961939766255643    0.961939766255643
  -0.041666666666667   -0.041666666666667    0.995722430686905    1.003880160776074
   0.041666666666667    0.041666666666667    0.995722430686905    1.003880160776074
   0.041666666666667    0.041666666666667    0.995722430686905    1.003880160776074
   0.125000000000000    0.125000000000000    0.961939766255643    0.961939766255643
   0.208333333333333    0.208333333333333    0.896676670145618    0.888253449888722
   0.208333333333333    0.208333333333333    0.896676670145618    0.888253449888722
   0.291666666666667    0.291666666666667    0.804380714504360    0.795646004902468
   0.375000000000000    0.375000000000000    0.691341716182545    0.691341716182545
   0.375000000000000    0.375000000000000    0.691341716182545    0.691341716182545
   0.458333333333333    0.458333333333333    0.565263096110026    0.575092405533521
   0.541666666666667    0.541666666666667    0.434736903889974    0.445338820514603
   0.541666666666667    0.541666666666667    0.434736903889974    0.445338820514603
   0.625000000000000    0.625000000000000    0.308658283817455    0.308658283817455
   0.708333333333333    0.708333333333333    0.195619285495640    0.183281211267655
   0.708333333333333    0.708333333333333    0.195619285495640    0.183281211267655
   0.791666666666667    0.791666666666667    0.103323329854382    0.090204113389165
   0.875000000000000    0.875000000000000    0.038060233744357    0.038060233744357
   0.875000000000000    0.875000000000000    0.038060233744357    0.038060233744357
   0.958333333333333    0.958333333333333    0.004277569313095    0.018303833727792
   1.041666666666667    1.041666666666667    0.004277569313095    0.018303833727793
   1.041666666666667    1.041666666666667    0.004277569313095    0.018303833727793
   1.125000000000000    1.125000000000000    0.038060233744357    0.038060233744357
   1.208333333333333    1.208333333333333    0.103323329854382    0.090204113389165
   1.208333333333333    1.208333333333333    0.103323329854382    0.090204113389165
   1.291666666666667    1.291666666666667    0.195619285495640    0.183281211267654
   1.375000000000000    1.375000000000000    0.308658283817455    0.308658283817455
   1.375000000000000    1.375000000000000    0.308658283817455    0.308658283817455
   1.458333333333333    1.458333333333333    0.434736903889974    0.445338820514602
   1.541666666666666    1.541666666666666    0.565263096110025    0.575092405533521
   1.541666666666666    1.541666666666666    0.565263096110025    0.575092405533521
   1.625000000000000    1.625000000000000    0.691341716182544    0.691341716182544
   1.708333333333333    1.708333333333333    0.804380714504360    0.795646004902467
   1.708333333333333    1.708333333333333    0.804380714504360    0.795646004902467
   1.791666666666666    1.791666666666666    0.896676670145617    0.888253449888722
   1.874999999999999    1.874999999999999    0.961939766255643    0.961939766255643
   1.958333333333333    1.958333333333333    0.995722430686905    1.003880160776073
   2.041666666666666    2.041666666666666    0.995722430686905    1.003880160776074
