          x                   f(x)                  Pn                  err         
  -1.000000000000000    1.000000000000000    1.045573855631396    0.045573855631396
  -0.999332665999333    0.999332665999333    1.043663292670813    0.044330626671480
  -0.998665331998665    0.998665331998665    1.041763696293356    0.043098364294691
  -0.997997997997998    0.997997997997998    1.039875014444115    0.041877016446117
  -0.997330663997331    0.997330663997331    1.037997195211972    0.040666531214642
  -0.996663329996663    0.996663329996663    1.036130186829383    0.039466856832719
  -0.995995995995996    0.995995995995996    1.034273937672156    0.038277941676160
  -0.995328661995329    0.995328661995329    1.032428396259240    0.037099734263911
  -0.994661327994661    0.994661327994661    1.030593511252498    0.035932183257837
  -0.993993993993994    0.993993993993994    1.028769231456494    0.034775237462500
  -0.993326659993327    0.993326659993327    1.026955505818277    0.033628845824950
  -0.992659325992659    0.992659325992659    1.025152283427156    0.032492957434497
  -0.991991991991992    0.991991991991992    1.023359513514494    0.031367521522502
  -0.991324657991325    0.991324657991325    1.021577145453477    0.030252487462153
  -0.990657323990658    0.990657323990658    1.019805128758908    0.029147804768250
  -0.989989989989990    0.989989989989990    1.018043413086983    0.028053423096993
  -0.989322655989323    0.989322655989323    1.016291948235079    0.026969292245756
  -0.988655321988656    0.988655321988656    1.014550684141533    0.025895362152877
  -0.987987987987988    0.987987987987988    1.012819570885428    0.024831582897440
  -0.987320653987321    0.987320653987321    1.011098558686375    0.023777904699054
  -0.986653319986654    0.986653319986654    1.009387597904298    0.022734277917644
  -0.985985985985986    0.985985985985986    1.007686639039218    0.021700653053231
  -0.985318651985319    0.985318651985319    1.005995632731033    0.020676980745714
  -0.984651317984652    0.984651317984652    1.004314529759307    0.019663211774656
  -0.983983983983984    0.983983983983984    1.002643281043054    0.018659297059070
  -0.983316649983317    0.983316649983317    1.000981837640519    0.017665187657202
  -0.982649315982650    0.982649315982650    0.999330150748962    0.016680834766313
  -0.981981981981982    0.981981981981982    0.997688171704450    0.015706189722467
  -0.981314647981315    0.981314647981315    0.996055851981632    0.014741204000317
  -0.980647313980648    0.980647313980648    0.994433143193531    0.013785829212883
  -0.979979979979980    0.979979979979980    0.992819997091326    0.012840017111346
  -0.979312645979313    0.979312645979313    0.991216365564140    0.011903719584827
  -0.978645311978646    0.978645311978646    0.989622200638820    0.010976888660174
  -0.977977977977978    0.977977977977978    0.988037454479728    0.010059476501750
  -0.977310643977311    0.977310643977311    0.986462079388527    0.009151435411215
  -0.976643309976644    0.976643309976644    0.984896027803958    0.008252717827314
  -0.975975975975977    0.975975975975977    0.983339252301640    0.007363276325663
  -0.975308641975309    0.975308641975309    0.981791705593843    0.006483063618533
  -0.974641307974642    0.974641307974642    0.980253340529281    0.005612032554639
  -0.973973973973975    0.973973973973975    0.978724110092900    0.004750136118926
  -0.973306639973307    0.973306639973307    0.977203967405661    0.003897327432354
  -0.972639305972640    0.972639305972640    0.975692865724325    0.003053559751685
  -0.971971971971973    0.971971971971973    0.974190758441243    0.002218786469271
  -0.971304637971305    0.971304637971305    0.972697599084146    0.001392961112841
  -0.970637303970638    0.970637303970638    0.971213341315925    0.000576037345287
  -0.969969969969971    0.969969969969971    0.969737938934424    0.000232031035547
  -0.969302635969303    0.969302635969303    0.968271345872222    0.001031290097082
  -0.968635301968636    0.968635301968636    0.966813516196428    0.001821785772208
  -0.967967967967969    0.967967967967969    0.965364404108463    0.002603563859505
  -0.967300633967301    0.967300633967301    0.963923963943848    0.003376670023453
  -0.966633299966634    0.966633299966634    0.962492150171996    0.004141149794638
  -0.965965965965967    0.965965965965967    0.961068917395998    0.004897048569969
  -0.965298631965299    0.965298631965299    0.959654220352407    0.005644411612892
  -0.964631297964632    0.964631297964632    0.958248013911035    0.006383284053597
  -0.963963963963965    0.963963963963965    0.956850253074736    0.007113710889229
  -0.963296629963297    0.963296629963297    0.955460892979192    0.007835736984105
  -0.962629295962630    0.962629295962630    0.954079888892712    0.008549407069918
  -0.961961961961963    0.961961961961963    0.952707196216013    0.009254765745949
  -0.961294627961296    0.961294627961296    0.951342770482007    0.009951857479288
  -0.960627293960628    0.960627293960628    0.949986567355598    0.010640726605030
  -0.959959959959961    0.959959959959961    0.948638542633468    0.011321417326492
  -0.959292625959294    0.959292625959294    0.947298652243866    0.011993973715428
  -0.958625291958626    0.958625291958626    0.945966852246396    0.012658439712230
  -0.957957957957959    0.957957957957959    0.944643098831812    0.013314859126147
  -0.957290623957292    0.957290623957292    0.943327348321805    0.013963275635487
  -0.956623289956624    0.956623289956624    0.942019557168792    0.014603732787832
  -0.955955955955957    0.955955955955957    0.940719681955709    0.015236274000248
  -0.955288621955290    0.955288621955290    0.939427679395801    0.015860942559488
  -0.954621287954622    0.954621287954622    0.938143506332410    0.016477781622212
  -0.953953953953955    0.953953953953955    0.936867119738768    0.017086834215187
  -0.953286619953288    0.953286619953288    0.935598476717791    0.017688143235497
  -0.952619285952620    0.952619285952620    0.934337534501862    0.018281751450759
  -0.951951951951953    0.951951951951953    0.933084250452632    0.018867701499321
  -0.951284617951286    0.951284617951286    0.931838582060802    0.019446035890484
  -0.950617283950618    0.950617283950618    0.930600486945922    0.020016797004696
  -0.949949949949951    0.949949949949951    0.929369922856179    0.020580027093772
  -0.949282615949284    0.949282615949284    0.928146847668189    0.021135768281094
  -0.948615281948616    0.948615281948616    0.926931219386791    0.021684062561825
  -0.947947947947949    0.947947947947949    0.925722996144835    0.022224951803114
  -0.947280613947282    0.947280613947282    0.924522136202979    0.022758477744303
  -0.946613279946614    0.946613279946614    0.923328597949477    0.023284681997137
